Log_ID,Location,Sex,Taxa,Count,Collection_Date,Analyzer,Analysis_Date
Wi1-F10,Wildflower,F,Lepidoptera_larval,1,6/23/2023,J,8/3/2023
Wi1-F10,Wildflower,F,Hemiptera,6,6/23/2023,J,8/3/2023
Wi1-F10,Wildflower,F,Diplopoda,1,6/23/2023,J,8/3/2023
Wi1-F10,Wildflower,F,Isopoda,1,6/23/2023,J,7/28/2023
Wi1-F10,Wildflower,F,Pseudoscorpions,1,6/23/2023,J,7/28/2023
Wi1-F10,Wildflower,F,Arthropod_other,2,6/23/2023,J,7/28/2023
Wi1-F11,Wildflower,F,Entomobryidae,11,6/23/2023,B,7/28/2023
Wi1-F11,Wildflower,F,Hypogastruridae,1,6/23/2023,B,7/31/2023
Wi1-F11,Wildflower,F,Mesostigmata,7,6/23/2023,B,7/31/2023
Wi1-F11,Wildflower,F,Oribatida,55,6/23/2023,B,7/31/2023
Wi1-F11,Wildflower,F,Prostigmata,19,6/23/2023,B,7/31/2023
Wi1-F11,Wildflower,F,Gnaphosidae,1,6/23/2023,B,7/31/2023
Wi1-F11,Wildflower,F,Araneae_other,1,6/23/2023,B,7/31/2023
Wi1-F11,Wildflower,F,Coleoptera_larval,4,6/23/2023,B,7/31/2023
Wi1-F11,Wildflower,F,Formicidae,6,6/23/2023,B,7/31/2023
Wi1-F11,Wildflower,F,Hymenoptera_other,2,6/23/2023,B,7/31/2023
Wi1-F11,Wildflower,F,Lepidoptera_larval,1,6/23/2023,B,7/31/2023
Wi1-F11,Wildflower,F,Hemiptera,2,6/23/2023,B,7/31/2023
Wi1-F11,Wildflower,F,Pseudoscorpions,1,6/23/2023,B,7/31/2023
Wi1-F2,Wildflower,F,Entomobryidae,9,6/23/2023,J,7/31/2023
Wi1-F2,Wildflower,F,Isotomidae,3,6/23/2023,J,7/31/2023
Wi1-F2,Wildflower,F,Onychiuridae,2,6/23/2023,J,7/31/2023
Wi1-F2,Wildflower,F,Mesostigmata,2,6/23/2023,J,8/3/2023
Wi1-F2,Wildflower,F,Oribatida,48,6/23/2023,J,8/3/2023
Wi1-F2,Wildflower,F,Prostigmata,3,6/23/2023,J,8/3/2023
Wi1-F2,Wildflower,F,Linyphiidae,1,6/23/2023,J,8/3/2023
Wi1-F2,Wildflower,F,Gnaphosidae,1,6/23/2023,J,8/3/2023
Wi1-F2,Wildflower,F,Cryptophagidae,1,6/23/2023,J,8/3/2023
Wi1-F2,Wildflower,F,Hymenoptera_other,1,6/23/2023,J,8/3/2023
Wi1-F3,Wildflower,F,Entomobryidae,6,6/23/2023,A,8/3/2023
Wi1-F3,Wildflower,F,Hypogastruridae,10,6/23/2023,A,8/3/2023
Wi1-F3,Wildflower,F,Collembola_other,1,6/23/2023,A,8/3/2023
Wi1-F3,Wildflower,F,Mesostigmata,14,6/23/2023,A,8/3/2023
Wi1-F3,Wildflower,F,Oribatida,31,6/23/2023,A,8/3/2023
Wi1-F3,Wildflower,F,Prostigmata,39,6/23/2023,A,8/3/2023
Wi1-F3,Wildflower,F,Cryptophagidae,1,6/23/2023,A,8/3/2023
Wi1-F3,Wildflower,F,Coleoptera_larval,1,6/23/2023,A,8/3/2023
Wi1-F3,Wildflower,F,Formicidae,31,6/23/2023,A,8/3/2023
Wi1-F3,Wildflower,F,Lepidoptera_larval,2,6/23/2023,A,8/3/2023
Wi1-F3,Wildflower,F,Diplopoda,3,6/23/2023,A,8/3/2023
Wi1-F3,Wildflower,F,Arthropod_other,1,6/23/2023,A,8/3/2023
Wi1-F3,Wildflower,F,Hemiptera,1,6/23/2023,A,8/3/2023
Wi1-F4,Wildflower,F,Entomobryidae,1,6/23/2023,B,8/3/2023
Wi1-F4,Wildflower,F,Isotomidae,1,6/23/2023,B,8/3/2023
Wi1-F4,Wildflower,F,Mesostigmata,2,6/23/2023,B,8/3/2023
Wi1-F4,Wildflower,F,Oribatida,66,6/23/2023,B,8/3/2023
Wi1-F4,Wildflower,F,Prostigmata,4,6/23/2023,B,8/3/2023
Wi1-F4,Wildflower,F,Coleoptera_larval,2,6/23/2023,B,8/3/2023
Wi1-F4,Wildflower,F,Formicidae,4,6/23/2023,B,8/3/2023
Wi1-F4,Wildflower,F,Hymenoptera_other,1,6/23/2023,B,8/16/2023
Wi1-F4,Wildflower,F,Hemiptera,1,6/23/2023,B,8/16/2023
Wi1-F5,Wildflower,F,Entomobryidae,9,6/23/2023,B,8/16/2023
Wi1-F5,Wildflower,F,Hypogastruridae,2,6/23/2023,B,8/16/2023
Wi1-F5,Wildflower,F,Sminthuridae,1,6/23/2023,B,8/16/2023
Wi1-F5,Wildflower,F,Mesostigmata,7,6/23/2023,B,8/16/2023
Wi1-F5,Wildflower,F,Oribatida,226,6/23/2023,B,8/16/2023
Wi1-F5,Wildflower,F,Prostigmata,59,6/23/2023,B,8/16/2023
Wi1-F5,Wildflower,F,Gnaphosidae,2,6/23/2023,B,8/16/2023
Wi1-F5,Wildflower,F,Araneae_other,1,7/18/2023,B,8/14/2023
Wi1-F5,Wildflower,F,Coleoptera_larval,5,7/18/2023,B,8/14/2023
Wi1-F5,Wildflower,F,Formicidae,4,7/18/2023,B,8/14/2023
Wi1-F5,Wildflower,F,Hemiptera,3,7/18/2023,B,8/14/2023
Wi1-F5,Wildflower,F,Arthropod_other,3,7/18/2023,B,8/14/2023
Wi1-F6,Wildflower,F,Entomobryidae,6,7/18/2023,B,8/14/2023
Wi1-F6,Wildflower,F,Hypogastruridae,1,7/18/2023,B,8/14/2023
Wi1-F6,Wildflower,F,Isotomidae,1,7/18/2023,B,8/14/2023
Wi1-F6,Wildflower,F,Mesostigmata,18,7/18/2023,B,8/14/2023
Wi1-F6,Wildflower,F,Oribatida,150,7/18/2023,B,8/14/2023
Wi1-F6,Wildflower,F,Prostigmata,83,6/23/2023,B,8/17/2023
Wi1-F6,Wildflower,F,Coleoptera_larval,7,6/23/2023,B,8/17/2023
Wi1-F6,Wildflower,F,Formicidae,3,6/23/2023,B,8/17/2023
Wi1-F6,Wildflower,F,Chilopoda,1,6/23/2023,B,8/17/2023
Wi1-F6,Wildflower,F,Diplopoda,1,6/23/2023,B,8/17/2023
Wi1-F6,Wildflower,F,Isopoda,1,6/23/2023,B,8/17/2023
Wi1-F6,Wildflower,F,Arthropod_other,2,6/23/2023,B,8/17/2023
Wi1-F7,Wildflower,F,Entomobryidae,3,6/23/2023,A,8/17/2023
Wi1-F7,Wildflower,F,Isotomidae,5,6/23/2023,A,8/17/2023
Wi1-F7,Wildflower,F,Sminthuridae,1,6/23/2023,A,8/17/2023
Wi1-F7,Wildflower,F,Tomoceridae,1,6/23/2023,A,8/17/2023
Wi1-F7,Wildflower,F,Mesostigmata,9,6/23/2023,A,8/17/2023
Wi1-F7,Wildflower,F,Oribatida,79,6/23/2023,A,8/17/2023
Wi1-F7,Wildflower,F,Prostigmata,34,7/18/2023,A,8/21/2023
Wi1-F7,Wildflower,F,Coleoptera_larval,1,7/18/2023,A,8/21/2023
Wi1-F7,Wildflower,F,Formicidae,2,7/18/2023,A,8/21/2023
Wi1-F7,Wildflower,F,Hymenoptera_other,4,7/18/2023,A,8/21/2023
Wi1-F7,Wildflower,F,Lepidoptera_larval,1,7/18/2023,A,8/21/2023
Wi1-F7,Wildflower,F,Hemiptera,2,7/18/2023,A,8/21/2023
Wi1-F7,Wildflower,F,Diplopoda,1,7/18/2023,A,8/21/2023
Wi1-F7,Wildflower,F,Isopoda,1,7/18/2023,A,8/21/2023
Wi1-F8,Wildflower,F,Entomobryidae,1,7/18/2023,A,8/21/2023
Wi1-F8,Wildflower,F,Sminthuridae,1,7/18/2023,A,8/21/2023
Wi1-F8,Wildflower,F,Mesostigmata,2,7/18/2023,A,8/21/2023
Wi1-F8,Wildflower,F,Oribatida,7,7/18/2023,A,8/21/2023
Wi1-F8,Wildflower,F,Acari_other,1,7/18/2023,A,8/21/2023
Wi1-F8,Wildflower,F,Formicidae,6,6/23/2023,A,8/18/2023
Wi1-F9,Wildflower,F,Entomobryidae,1,6/23/2023,J,8/18/2023
Wi1-F9,Wildflower,F,Hypogastruridae,1,6/23/2023,J,8/18/2023
Wi1-F9,Wildflower,F,Isotomidae,1,6/23/2023,J,8/18/2023
Wi1-F9,Wildflower,F,Mesostigmata,8,6/23/2023,J,8/18/2023
Wi1-F9,Wildflower,F,Oribatida,53,6/23/2023,J,8/18/2023
Wi1-F9,Wildflower,F,Prostigmata,21,6/23/2023,J,8/18/2023
Wi1-F9,Wildflower,F,Coleoptera_larval,4,6/23/2023,J,8/18/2023
Wi1-F9,Wildflower,F,Formicidae,21,6/23/2023,J,8/18/2023
Wi1-F9,Wildflower,F,Hemiptera,2,7/18/2023,J,8/22/2023
Wi1-F9,Wildflower,F,Arthropod_other,1,7/18/2023,J,8/22/2023
Wi1-M1,Wildflower,M,Entomobryidae,5,7/18/2023,J,8/22/2023
Wi1-M1,Wildflower,M,Isotomidae,2,7/18/2023,J,8/22/2023
Wi1-M1,Wildflower,M,Onychiuridae,1,7/18/2023,J,8/22/2023
Wi1-M1,Wildflower,M,Mesostigmata,8,7/18/2023,J,8/22/2023
Wi1-M1,Wildflower,M,Oribatida,97,7/18/2023,J,8/22/2023
Wi1-M1,Wildflower,M,Prostigmata,53,7/18/2023,J,8/22/2023
Wi1-M1,Wildflower,M,Linyphiidae,1,7/18/2023,J,8/22/2023
Wi1-M1,Wildflower,M,Coleoptera_other,3,7/18/2023,J,8/22/2023
Wi1-M1,Wildflower,M,Formicidae,3,7/18/2023,J,8/22/2023
Wi1-M1,Wildflower,M,Hymenoptera_other,3,7/18/2023,J,8/23/2023
Wi1-M1,Wildflower,M,Hemiptera,1,7/18/2023,J,8/23/2023
Wi1-M1,Wildflower,M,Diplopoda,1,7/18/2023,J,8/23/2023
Wi1-M2,Wildflower,M,Isotomidae,1,7/18/2023,J,8/23/2023
Wi1-M2,Wildflower,M,Mesostigmata,1,7/18/2023,J,8/23/2023
Wi1-M2,Wildflower,M,Oribatida,34,7/18/2023,J,8/23/2023
Wi1-M2,Wildflower,M,Prostigmata,18,7/18/2023,J,8/23/2023
Wi1-M2,Wildflower,M,Formicidae,14,7/18/2023,J,8/23/2023
Wi1-M3,Wildflower,M,Entomobryidae,4,7/18/2023,K,8/23/2023
Wi1-M3,Wildflower,M,Mesostigmata,9,7/18/2023,K,8/23/2023
Wi1-M3,Wildflower,M,Oribatida,28,7/18/2023,K,8/23/2023
Wi1-M3,Wildflower,M,Prostigmata,11,7/18/2023,K,8/23/2023
Wi1-M3,Wildflower,M,Gnaphosidae,1,7/18/2023,K,8/23/2023
Wi1-M3,Wildflower,M,Coleoptera_larval,5,7/18/2023,K,8/23/2023
Wi1-M3,Wildflower,M,Hymenoptera_other,1,7/18/2023,K,8/23/2023
Wi1-M3,Wildflower,M,Diplopoda,2,7/18/2023,K,8/23/2023
Wi1-M3,Wildflower,M,Arthropod_other,1,7/18/2023,K,8/23/2023
Wi1-M4,Wildflower,M,Entomobryidae,1,7/18/2023,B,8/23/2023
Wi1-M4,Wildflower,M,Isotomidae,3,7/18/2023,B,8/23/2023
Wi1-M4,Wildflower,M,Oribatida,44,7/18/2023,B,8/23/2023
Wi1-M4,Wildflower,M,Prostigmata,16,7/18/2023,B,8/23/2023
Wi1-M4,Wildflower,M,Acari_other,2,6/23/2023,B,8/23/2023
Wi1-M4,Wildflower,M,Formicidae,16,6/23/2023,B,8/23/2023
Wi1-M4,Wildflower,M,Hymenoptera_other,1,6/23/2023,B,8/23/2023
Wi1-M4,Wildflower,M,Diplopoda,2,6/23/2023,B,8/23/2023
Wi1-M5,Wildflower,M,Entomobryidae,7,6/23/2023,B,8/23/2023
Wi1-M5,Wildflower,M,Isotomidae,1,6/23/2023,B,8/23/2023
Wi1-M5,Wildflower,M,Mesostigmata,6,6/23/2023,B,8/23/2023
Wi1-M5,Wildflower,M,Oribatida,51,6/23/2023,B,8/23/2023
Wi1-M5,Wildflower,M,Prostigmata,29,6/23/2023,B,8/23/2023
Wi1-M5,Wildflower,M,Formicidae,6,6/23/2023,B,8/23/2023
Wi1-M5,Wildflower,M,Hymenoptera_other,1,6/23/2023,B,8/23/2023
Wi1-M5,Wildflower,M,Hemiptera,2,6/23/2023,B,8/23/2023
Wi1-M5,Wildflower,M,Diplopoda,2,6/23/2023,B,8/23/2023
Wi1-M6,Wildflower,M,Entomobryidae,6,6/23/2023,B,8/23/2023
Wi1-M6,Wildflower,M,Isotomidae,2,6/23/2023,B,8/23/2023
Wi1-M6,Wildflower,M,Mesostigmata,8,6/23/2023,B,8/23/2023
Wi1-M6,Wildflower,M,Oribatida,53,6/23/2023,B,8/23/2023
Wi1-M6,Wildflower,M,Prostigmata,46,6/23/2023,B,8/23/2023
Wi1-M6,Wildflower,M,Gnaphosidae,1,6/23/2023,B,8/23/2023
Wi1-M6,Wildflower,M,Araneae_other,4,6/23/2023,B,8/23/2023
Wi1-M6,Wildflower,M,Coleoptera_larval,1,6/23/2023,B,8/23/2023
Wi1-M6,Wildflower,M,Formicidae,3,6/23/2023,B,8/23/2023
Wi1-M6,Wildflower,M,Thysanoptera,1,6/23/2023,B,8/23/2023
Wi1-M6,Wildflower,M,Chilopoda,5,6/23/2023,B,8/23/2023
Wi1-M6,Wildflower,M,Arthropod_other,2,6/23/2023,B,8/23/2023
Wi1-M7,Wildflower,M,Entomobryidae,5,6/23/2023,B,8/23/2023
Wi1-M7,Wildflower,M,Oribatida,9,6/23/2023,B,8/23/2023
Wi1-M7,Wildflower,M,Prostigmata,8,6/23/2023,B,8/23/2023
Wi1-M7,Wildflower,M,Formicidae,3,7/18/2023,B,8/24/2023
Wi1-M8,Wildflower,M,Entomobryidae,6,7/18/2023,B,8/24/2023
Wi1-M8,Wildflower,M,Isotomidae,1,7/18/2023,B,8/24/2023
Wi1-M8,Wildflower,M,Onychiuridae,2,7/18/2023,B,8/24/2023
Wi1-M8,Wildflower,M,Mesostigmata,4,7/18/2023,B,8/24/2023
Wi1-M8,Wildflower,M,Oribatida,57,7/18/2023,B,8/24/2023
Wi1-M8,Wildflower,M,Prostigmata,23,7/18/2023,B,8/24/2023
Wi1-M8,Wildflower,M,Coleoptera_larval,1,7/18/2023,B,8/24/2023
Wi1-M8,Wildflower,M,Formicidae,3,7/18/2023,B,8/24/2023
Wi1-M8,Wildflower,M,Hymenoptera_other,2,7/18/2023,B,8/24/2023
Wi1-M8,Wildflower,M,Hemiptera,1,7/18/2023,B,8/24/2023
Wi1-M8,Wildflower,M,Diplopoda,1,7/18/2023,B,8/24/2023
Wi2-F1,Wildflower,F,Entomobryidae,14,7/18/2023,B,8/24/2023
Wi2-F1,Wildflower,F,Isotomidae,1,7/18/2023,B,8/24/2023
Wi2-F1,Wildflower,F,Mesostigmata,16,7/18/2023,B,8/24/2023
Wi2-F1,Wildflower,F,Oribatida,93,7/18/2023,B,8/24/2023
Wi2-F1,Wildflower,F,Prostigmata,22,7/18/2023,B,8/24/2023
Wi2-F1,Wildflower,F,Linyphiidae,1,7/18/2023,B,8/24/2023
Wi2-F1,Wildflower,F,Gnaphosidae,2,7/18/2023,B,8/24/2023
Wi2-F1,Wildflower,F,Staphylinidae,1,6/23/2023,B,8/24/2023
Wi2-F1,Wildflower,F,Coleoptera_larval,16,6/23/2023,B,8/24/2023
Wi2-F1,Wildflower,F,Formicidae,1,6/23/2023,B,8/24/2023
Wi2-F1,Wildflower,F,Hymenoptera_other,3,6/23/2023,B,8/24/2023
Wi2-F1,Wildflower,F,Hemiptera,1,6/23/2023,B,8/24/2023
Wi2-F1,Wildflower,F,Diplopoda,2,6/23/2023,B,8/24/2023
Wi2-F2,Wildflower,F,Mesostigmata,1,6/23/2023,B,8/24/2023
Wi2-F2,Wildflower,F,Oribatida,17,6/23/2023,B,8/24/2023
Wi2-F2,Wildflower,F,Prostigmata,17,6/23/2023,B,8/24/2023
Wi2-F2,Wildflower,F,Formicidae,2,6/23/2023,B,8/24/2023
Wi2-F2,Wildflower,F,Thysanoptera,2,6/23/2023,B,8/24/2023
Wi2-F2,Wildflower,F,Hemiptera,5,6/23/2023,B,8/24/2023
Wi2-F2,Wildflower,F,Arthropod_other,2,6/23/2023,B,8/24/2023
Wi2-F3,Wildflower,F,Entomobryidae,21,6/23/2023,B,8/24/2023
Wi2-F3,Wildflower,F,Hypogastruridae,7,6/23/2023,B,8/24/2023
Wi2-F3,Wildflower,F,Isotomidae,2,6/23/2023,B,8/24/2023
Wi2-F3,Wildflower,F,Mesostigmata,8,7/18/2023,B,8/24/2023
Wi2-F3,Wildflower,F,Oribatida,155,7/18/2023,B,8/24/2023
Wi2-F3,Wildflower,F,Prostigmata,49,7/18/2023,B,8/24/2023
Wi2-F3,Wildflower,F,Gnaphosidae,5,7/18/2023,B,8/24/2023
Wi2-F3,Wildflower,F,Coleoptera_larval,1,7/18/2023,B,8/24/2023
Wi2-F3,Wildflower,F,Formicidae,11,7/18/2023,B,8/24/2023
Wi2-F3,Wildflower,F,Lepidoptera_larval,1,7/18/2023,B,8/24/2023
Wi2-F3,Wildflower,F,Hemiptera,2,7/18/2023,B,8/24/2023
Wi2-F3,Wildflower,F,Diplopoda,2,7/18/2023,B,9/6/2023
Wi2-F3,Wildflower,F,Arthropod_other,4,7/20/2023,B,8/24/2023
Wi2-F4,Wildflower,F,Entomobryidae,13,7/20/2023,B,8/24/2023
Wi2-F4,Wildflower,F,Hypogastruridae,7,7/20/2023,B,8/24/2023
Wi2-F4,Wildflower,F,Isotomidae,1,7/20/2023,B,8/24/2023
Wi2-F4,Wildflower,F,Mesostigmata,9,7/20/2023,B,8/24/2023
Wi2-F4,Wildflower,F,Oribatida,134,7/20/2023,B,8/24/2023
Wi2-F4,Wildflower,F,Prostigmata,45,7/20/2023,B,8/24/2023
Wi2-F4,Wildflower,F,Gnaphosidae,6,7/20/2023,B,8/24/2023
Wi2-F4,Wildflower,F,Cryptophagidae,1,7/20/2023,B,8/25/2023
Wi2-F4,Wildflower,F,Coleoptera_larval,6,7/20/2023,B,8/25/2023
Wi2-F4,Wildflower,F,Coleoptera_other,1,7/20/2023,B,8/25/2023
Wi2-F4,Wildflower,F,Formicidae,5,7/20/2023,B,8/25/2023
Wi2-F4,Wildflower,F,Hymenoptera_other,1,7/20/2023,B,8/25/2023
Wi2-F4,Wildflower,F,Hemiptera,2,7/20/2023,B,8/25/2023
Wi2-F4,Wildflower,F,Chilopoda,1,7/20/2023,B,8/25/2023
Wi2-F4,Wildflower,F,Diplopoda,1,7/20/2023,B,8/25/2023
Wi2-F4,Wildflower,F,Isopoda,2,7/20/2023,B,8/25/2023
Wi2-F4,Wildflower,F,Pseudoscorpions,1,7/20/2023,B,8/25/2023
Wi2-F5,Wildflower,F,Entomobryidae,14,7/20/2023,B,8/25/2023
Wi2-F5,Wildflower,F,Isotomidae,3,7/20/2023,B,8/25/2023
Wi2-F5,Wildflower,F,Mesostigmata,8,7/20/2023,B,8/25/2023
Wi2-F5,Wildflower,F,Oribatida,86,7/20/2023,B,8/25/2023
Wi2-F5,Wildflower,F,Prostigmata,18,7/20/2023,B,8/25/2023
Wi2-F5,Wildflower,F,Gnaphosidae,1,7/20/2023,B,8/25/2023
Wi2-F5,Wildflower,F,Staphylinidae,1,7/20/2023,B,8/28/2023
Wi2-F5,Wildflower,F,Coleoptera_larval,7,7/20/2023,B,8/28/2023
Wi2-F5,Wildflower,F,Formicidae,2,7/20/2023,B,8/28/2023
Wi2-F5,Wildflower,F,Hymenoptera_other,1,7/20/2023,B,8/28/2023
Wi2-F5,Wildflower,F,Hemiptera,1,7/20/2023,B,8/28/2023
Wi2-F5,Wildflower,F,Isopoda,2,7/20/2023,B,8/28/2023
Wi2-F6,Wildflower,F,Entomobryidae,16,7/20/2023,J,8/28/2023
Wi2-F6,Wildflower,F,Isotomidae,5,7/20/2023,J,8/28/2023
Wi2-F6,Wildflower,F,Mesostigmata,14,7/20/2023,J,8/28/2023
Wi2-F6,Wildflower,F,Oribatida,134,7/20/2023,J,8/28/2023
Wi2-F6,Wildflower,F,Prostigmata,42,7/20/2023,J,8/28/2023
Wi2-F6,Wildflower,F,Formicidae,5,7/20/2023,J,8/28/2023
Wi2-F6,Wildflower,F,Hymenoptera_other,1,7/20/2023,J,8/28/2023
Wi2-F6,Wildflower,F,Hemiptera,1,7/20/2023,J,8/28/2023
Wi2-F6,Wildflower,F,Diplopoda,2,7/20/2023,J,8/28/2023
Wi2-F7,Wildflower,F,Entomobryidae,6,7/20/2023,J,8/28/2023
Wi2-F7,Wildflower,F,Hypogastruridae,6,7/20/2023,J,8/28/2023
Wi2-F7,Wildflower,F,Isotomidae,1,7/20/2023,J,8/30/2023
Wi2-F7,Wildflower,F,Mesostigmata,8,7/20/2023,J,8/30/2023
Wi2-F7,Wildflower,F,Oribatida,122,7/20/2023,J,8/30/2023
Wi2-F7,Wildflower,F,Prostigmata,23,7/20/2023,J,8/30/2023
Wi2-F7,Wildflower,F,Linyphiidae,3,7/20/2023,J,8/30/2023
Wi2-F7,Wildflower,F,Coleoptera_other,2,7/20/2023,J,8/30/2023
Wi2-F7,Wildflower,F,Formicidae,1,7/20/2023,J,8/30/2023
Wi2-F7,Wildflower,F,Hymenoptera_other,1,7/20/2023,J,8/30/2023
Wi2-F7,Wildflower,F,Hemiptera,1,7/20/2023,J,8/30/2023
Wi2-F7,Wildflower,F,Diplopoda,2,7/20/2023,J,8/28/2023
Wi2-F7,Wildflower,F,Isopoda,8,7/20/2023,J,8/28/2023
Wi2-F7,Wildflower,F,Arthropod_other,1,7/20/2023,J,8/28/2023
Wi2-F8,Wildflower,F,Entomobryidae,10,7/20/2023,A,8/28/2023
Wi2-F8,Wildflower,F,Hypogastruridae,1,7/20/2023,A,8/28/2023
Wi2-F8,Wildflower,F,Isotomidae,7,7/20/2023,A,8/28/2023
Wi2-F8,Wildflower,F,Mesostigmata,9,7/20/2023,A,8/30/2023
Wi2-F8,Wildflower,F,Oribatida,172,7/20/2023,A,8/30/2023
Wi2-F8,Wildflower,F,Prostigmata,41,7/20/2023,A,8/30/2023
Wi2-F8,Wildflower,F,Araneae_other,1,7/20/2023,A,8/30/2023
Wi2-F8,Wildflower,F,Coleoptera_larval,1,7/20/2023,A,8/30/2023
Wi2-F8,Wildflower,F,Coleoptera_other,1,7/20/2023,A,8/31/2023
Wi2-F8,Wildflower,F,Formicidae,8,7/20/2023,A,8/31/2023
Wi2-F8,Wildflower,F,Hemiptera,8,7/20/2023,A,8/31/2023
Wi2-F8,Wildflower,F,Diplopoda,1,7/20/2023,A,8/31/2023
Wi2-F8,Wildflower,F,Pseudoscorpions,2,7/20/2023,A,8/31/2023
Wi2-F9,Wildflower,F,Entomobryidae,28,7/20/2023,B,8/31/2023
Wi2-F9,Wildflower,F,Hypogastruridae,1,7/20/2023,B,8/31/2023
Wi2-F9,Wildflower,F,Mesostigmata,9,7/20/2023,B,8/31/2023
Wi2-F9,Wildflower,F,Oribatida,203,7/20/2023,B,8/31/2023
Wi2-F9,Wildflower,F,Prostigmata,89,7/20/2023,B,8/31/2023
Wi2-F9,Wildflower,F,Gnaphosidae,3,7/20/2023,B,8/31/2023
Wi2-F9,Wildflower,F,Coleoptera_other,1,7/20/2023,B,8/31/2023
Wi2-F9,Wildflower,F,Coleoptera_larval,2,7/20/2023,B,8/31/2023
Wi2-F9,Wildflower,F,Formicidae,2,7/20/2023,B,8/31/2023
Wi2-F9,Wildflower,F,Hymenoptera_other,2,7/20/2023,B,8/31/2023
Wi2-F9,Wildflower,F,Lepidoptera_larval,1,7/20/2023,B,8/31/2023
Wi2-F9,Wildflower,F,Chilopoda,1,7/20/2023,B,8/31/2023
Wi2-F9,Wildflower,F,Isopoda,2,7/20/2023,B,8/31/2023
Wi2-F9,Wildflower,F,Arthropod_other,7,7/20/2023,B,8/31/2023
Wi2-M1,Wildflower,M,Hypogastruridae,2,7/20/2023,J,8/31/2023
Wi2-M1,Wildflower,M,Onychiuridae,1,7/20/2023,J,8/31/2023
Wi2-M1,Wildflower,M,Oribatida,27,7/20/2023,J,8/31/2023
Wi2-M1,Wildflower,M,Prostigmata,13,7/20/2023,J,8/31/2023
Wi2-M1,Wildflower,M,Linyphiidae,2,7/20/2023,J,8/31/2023
Wi2-M1,Wildflower,M,Coleoptera_larval,2,7/20/2023,J,8/31/2023
Wi2-M1,Wildflower,M,Hymenoptera_other,1,7/20/2023,J,8/31/2023
Wi2-M10,Wildflower,M,Entomobryidae,7,7/20/2023,J,8/31/2023
Wi2-M10,Wildflower,M,Isotomidae,2,7/20/2023,J,8/31/2023
Wi2-M10,Wildflower,M,Oribatida,51,7/20/2023,J,8/31/2023
Wi2-M10,Wildflower,M,Prostigmata,20,7/20/2023,J,8/31/2023
Wi2-M10,Wildflower,M,Ixodida,1,7/20/2023,J,8/31/2023
Wi2-M10,Wildflower,M,Formicidae,5,7/20/2023,J,8/31/2023
Wi2-M10,Wildflower,M,Lepidoptera_larval,1,7/20/2023,J,8/31/2023
Wi2-M10,Wildflower,M,Hemiptera,1,7/20/2023,J,8/31/2023
Wi2-M10,Wildflower,M,Diplopoda,1,7/20/2023,J,8/31/2023
Wi2-M10,Wildflower,M,Pseudoscorpions,1,7/20/2023,J,8/31/2023
Wi2-M11,Wildflower,M,Entomobryidae,4,7/20/2023,B,8/31/2023
Wi2-M11,Wildflower,M,Hypogastruridae,2,7/20/2023,B,8/31/2023
Wi2-M11,Wildflower,M,Isotomidae,1,7/20/2023,B,9/1/2023
Wi2-M11,Wildflower,M,Mesostigmata,5,7/20/2023,B,9/1/2023
Wi2-M11,Wildflower,M,Oribatida,153,7/20/2023,B,9/1/2023
Wi2-M11,Wildflower,M,Prostigmata,46,7/20/2023,B,9/1/2023
Wi2-M11,Wildflower,M,Coleoptera_other,1,7/20/2023,B,9/1/2023
Wi2-M11,Wildflower,M,Formicidae,10,7/20/2023,B,9/1/2023
Wi2-M11,Wildflower,M,Thysanoptera,2,7/20/2023,B,9/1/2023
Wi2-M11,Wildflower,M,Chilopoda,1,7/20/2023,B,9/1/2023
Wi2-M11,Wildflower,M,Arthropod_other,1,7/20/2023,B,9/1/2023
Wi2-M12,Wildflower,M,Entomobryidae,4,7/20/2023,B,9/1/2023
Wi2-M12,Wildflower,M,Hypogastruridae,3,7/20/2023,B,9/1/2023
Wi2-M12,Wildflower,M,Mesostigmata,6,7/20/2023,B,9/1/2023
Wi2-M12,Wildflower,M,Oribatida,64,7/20/2023,B,9/1/2023
Wi2-M12,Wildflower,M,Prostigmata,9,7/20/2023,B,9/1/2023
Wi2-M12,Wildflower,M,Coleoptera_larval,1,7/20/2023,B,9/1/2023
Wi2-M12,Wildflower,M,Formicidae,1,7/20/2023,B,9/1/2023
Wi2-M12,Wildflower,M,Thysanoptera,1,7/20/2023,B,9/1/2023
Wi2-M12,Wildflower,M,Hemiptera,4,7/20/2023,B,9/1/2023
Wi2-M12,Wildflower,M,Chilopoda,1,7/20/2023,B,9/1/2023
Wi2-M12,Wildflower,M,Pseudoscorpions,2,7/20/2023,B,9/1/2023
Wi2-M12,Wildflower,M,Arthropod_other,2,7/20/2023,B,9/1/2023
Wi2-M2,Wildflower,M,Oribatida,7,7/20/2023,J,9/1/2023
Wi2-M2,Wildflower,M,Prostigmata,4,7/20/2023,J,9/1/2023
Wi2-M2,Wildflower,M,Linyphiidae,2,7/20/2023,J,9/1/2023
Wi2-M2,Wildflower,M,Coleoptera_larval,2,7/20/2023,J,9/1/2023
Wi2-M2,Wildflower,M,Formicidae,1,7/20/2023,J,9/1/2023
Wi2-M3,Wildflower,M,Entomobryidae,8,7/20/2023,A,9/1/2023
Wi2-M3,Wildflower,M,Hypogastruridae,5,7/20/2023,A,9/1/2023
